Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D1_S1-A9_1_22178.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D1_S1-A10_1_22179.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D2_S1-A11_1_22180.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D2_S1-A12_1_22181.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D3_S1-B1_1_22182.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D3_S1-B2_1_22183.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D4_S1-B3_1_22184.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D4_S1-B4_1_22185.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L1_S1-B1_1_22186.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L1_S1-B2_1_22187.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L2_S1-B3_1_22188.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L2_S1-B4_1_22189.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L3_S1-A5_1_22174.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L3_S1-A6_1_22175.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L4_S1-A7_1_22176.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L4_S1-A8_1_22177.d
A0A0R4IPR8	A0A0R4IPR8_DANRE	git1		41226.5	40369.3	40497.7	44195.6	39014.8	41239.5	38691.8	36682.4	40418.5	43579.6	44738.7	46051.4	43127.9	45843.4	49951.2	49564.4
A0A0R4IPV5	A0A0R4IPV5_DANRE	p4hb		293820	290349	295786	298756	290510	296550	295472	315605	405416	359099	252382	248470	264752	261719	381964	404475
A0A0R4IPW5	A0A0R4IPW5_DANRE	LOC100334697		6065.53			3555.56	5176.91	4205.05	5648.86	5922.48	4017.72		17755.8	6380.03	10742.8	9621.05	4206.29	2974.49
A0A0R4IQ22	A0A0R4IQ22_DANRE	LOC100007488				13383.3	14642.6								8644.67				
A0A0R4IQ55	A0A0R4IQ55_DANRE	hmbsa		23339.1	19722.7	24654.3	20238.3	21051.2	14074.5	19602.6	21332	8165.43	13678.6	27769.7	22547.5	26875.2	32505	20945.5	22299.5
A0A0R4IQI6;A0A8M9PBY7	A0A0R4IQI6_DANRE;A0A8M9PBY7_DANRE	LOC110439001;si:ch211-11n16.2		8084.71	10779	6899.27	8106.86	8887.01	8350.55	6082.43	6380.91	5422.48	6101.57	9184.18	15860.5	10678.9	11893.7	7875.18	7327.23
A0A0R4IQM9	A0A0R4IQM9_DANRE	stxbp1a		1.35467e+06	1.40876e+06	1.37663e+06	1.39083e+06	1.3363e+06	1.41597e+06	1.3499e+06	1.45861e+06	1.49111e+06	1.60962e+06	1.43844e+06	1.4238e+06	1.3033e+06	1.33992e+06	1.53337e+06	1.60789e+06
A0A0R4IQN0	A0A0R4IQN0_DANRE	ncbp2as2		11840.4	11291.5	11804.4	8521.38	8602.66	8744.85	12863.1	10433.2	10186.6	8012.01	7340.23	9101.61	11411.4	9191.59	7210.38	6324.71
A0A0R4IQS8	A0A0R4IQS8_DANRE	atp2a2b		44815.8	52307.9	52552.5	56501.8	53898.8	46584.8	45693.8	52413	63628.9	57269	46763.9	45507.8	40788.6	42124.5	69557.5	72405.6
A0A0R4IQW1	A0A0R4IQW1_DANRE	si:ch211-276i12.4		27108.3	25161	20680.3	23333.7	22523.8	23207.6	25389.5	16828.8	18356.2	19627	24301.2	26950.3	29919.9	27740.3	25138.8	16321.5
A0A0R4IQW8	A0A0R4IQW8_DANRE	ssbp2b		16666.9	24457	23070.1	19405.8	20922.9	23513	12809.4	17274.5		19509.5	23427.5	19900.3	15907.4	20972.3	18145.3	15871.9
A0A0R4IRB0	A0A0R4IRB0_DANRE	fa19b12		6069.75	6775.95	7840.93	9986.97	7735.66	8843.29	9086.45	6473.59	6204.09	9036.5	9172.72	8803.05	8669.19	10551.4	8097.01	9808.84
A0A0R4IRJ2	A0A0R4IRJ2_DANRE	ppa2		71435.7	69965	76926.7	77929.2	71434.7	73065.5	69600.4	73408.2	68756.6	72259.5	61883.3	67149.3	78993.9	78823.4	89647	104015
A0A0R4IRS1	A0A0R4IRS1_DANRE	ap1m1		129286	123653	133316	129789	112285	109190	121703	120709	126819	103431	135636	144657	128720	136806	114919	109516
A0A0R4IRS4	A0A0R4IRS4_DANRE	pnkp		33818.8	32520	34996.8	39121.8	30231.1	32472.7	28745.8	35107.9	23374	33915.8	29668.5	27827.8	20900.4	27487.7	35735.9	42309.5
A0A0R4IRW0	A0A0R4IRW0_DANRE	LOC100334297		81315.1	71577.4	66569.7	68807.5	69054.2	68041.8	74708.2	72806.5	105211	80353.9	73180.8	82134.9	80252.5	75972.4	61676.8	55291.3
A0A0R4IS47	A0A0R4IS47_DANRE	si:ch73-233f7.3		28335.9	30791.5	20480.7	23125.1	29098.7	24005.2	26471.8	28035.3	26877.5	24156.6	32183.8	26545	33618.6	26505.1	25611.5	23661.3
A0A0R4IS70	A0A0R4IS70_DANRE	purba		475238	475063	456373	451249	513380	484250	517836	469242	475712	490570	533120	501502	567556	547267	447321	433554
A0A0R4IS83	A0A0R4IS83_DANRE	postnb		58493.3	54126.3	16176.4		19919	15699.2	14180.9	17131.4	13496.9		26566.8	19554.7		17477.4	333925	345875
A0A0R4ISC3	A0A0R4ISC3_DANRE	map1sa		44814.4	43767.9	41726	42135.6	38824.4	39260.6	42477.9	40777.4	31435	33701.8	48206.8	47483	40113.8	40379.7	36288.9	37020.5
A0A0R4ISJ3	A0A0R4ISJ3_DANRE	xrn2		59846.5	53056.1	57765.1	58306.6	61568.9	60783.4	63556.2	59934	63494.2	55575.9	66422	66081.7	66380	69020.3	61301.9	64438.4
A0A0R4ISV1	A0A0R4ISV1_DANRE	heatr5b		23613.7	21301.9	19781.9	18340.8	20022.9	18694	20323	19340.6	15829.2	17853.3	20527.6	21702.2	25703.9	23050	18028.1	17726.7
A0A0R4ISY9	A0A0R4ISY9_DANRE	gga3b		18923.5	19123.8	18941.3	19630.2	16885	18317.5	19976.2	17392.7	22148.1	18032	17788.4	20926.7	24046.7	18482.8	12568.4	9650.21
A0A0R4IT09	A0A0R4IT09_DANRE	pdha1a		1.2124e+06	1.37157e+06	1.09617e+06	1.15174e+06	993204	1.06828e+06	901370	1.04348e+06	1.36326e+06	1.59126e+06	1.03399e+06	1.02154e+06	918762	954126	1.42029e+06	1.49036e+06
A0A0R4IT13	A0A0R4IT13_DANRE	si:ch211-244c8.4		14701.2	10551.7	21029.2	19905.7	25828.4	22570.2	26912.7	25758.9	23407.4	26072.7	15326.6	17299.2	15598.1	17278.1	23987.9	24021.4
A0A0R4ITC5	TRRAP_DANRE	trrap		13610.4	15992.1	13937.9	13109.9	14892.1	15377.4	14821.3	11744.4	9330.92	11863.8	19494.1	16467.3	20218.8	20480.2	11956.7	11176.6
A0A0R4ITH7	A0A0R4ITH7_DANRE	pargl		5241.05		6879.49		10914.3	8760.65	8313.55	6850.02		6211.65	8269.08	5372.58	11983.5	8280.23	8544.13	3458.12
A0A0R4ITL8	A0A0R4ITL8_DANRE	fundc2		213527	216198	210604	213108	229583	213462	194914	191438	263002	220243	232958	228435	224458	214831	199646	187096
A0A0R4ITM8	A0A0R4ITM8_DANRE	spink2.10						7378.1	5952.45					3365.61	5686.33	3220.27	4751.76		
A0A0R4ITN2	A0A0R4ITN2_DANRE	gc		25339.8	26500.6	39664.1	38146.6	25292.9	27880.1	25483.5	26164.8	25515.9	26171.4	37311.7	39343.4	29416.2	23630.2	46176.1	53196.1
A0A0R4ITP2	A0A0R4ITP2_DANRE	atxn3		60467.7	52468.3	56502.4	53555.4	56221.5	55619.1	66701.2	66288	48246.4	61241.4	59580.3	56507	69920.6	68506.9	53752	49504.5
A0A0R4ITS5	A0A0R4ITS5_DANRE	dyrk2									17788.4	17425.6				20342.6			
A0A0R4IU57	A0A0R4IU57_DANRE	cabp2a		26308.6	19435.2	22532.3	22681.1	18668	19369.6	22338.4	20292.8	26393.6	28840.9	27542.4	31765.9			23794	21527.7
A0A0R4IUB6	A0A0R4IUB6_DANRE	epn1a		84663.3	79762.7	81068.9	73556.1	69681.9	67143.7	77081.8	66066.6	98782.5	79531.5	97700.7	85801.4	90383.1	88673.7	84862.6	74945.4
A0A0R4IUF0	A0A0R4IUF0_DANRE	top2a					27604									34071.3			
A0A0R4IUJ5	A0A0R4IUJ5_DANRE	nagk		81169.9	78701.2	64146.1	61956.6	67797.1	66511.1	77903.3	71808.6	69518.5	72944	100375	97671.8	78259.9	76244.7	76885.4	74561.2
A0A0R4IUL0	A0A0R4IUL0_DANRE	fkbp15b		59290.6	60107.4	66237.6	66111.4	69814.5	71620.4	72159.2	70449.4	65918.8	62786.9	76598	65557.1	72191.9	78314.9	60967.6	64700.3
A0A0R4IUU4	A0A0R4IUU4_DANRE	si:ch1073-205c8.4		33377.7	43103.8	40385.1	36209.8	45505.5	41328	48832.2	45775.8	39297.4	31093.3	40997	37925.4	35529.3	39070.6	47064.3	40580.3
A0A0R4IV61	A0A0R4IV61_DANRE	btbd17a		56992.3	53708.8	52689.5	59946.7	61520.2	54635.6	65398.1	49311.8	140034	94451.9	76866.7	78585.9	69003	76621.3	74561.5	87439.4
A0A0R4IVA0	A0A0R4IVA0_DANRE	s100w		122363	117519	33375.1	37981.9	25502.7	24072.2	24982.3	22868.8		9926.58	22510	27352.7	17584.8	21344.7	175388	179734
A0A0R4IVC8	A0A0R4IVC8_DANRE	cox5ab		148834	200538	281407	323731	265897	357845	242007	384111	92972.2	417191	198763	241324	175963	171190	327791	356846
A0A0R4IVE2	A0A0R4IVE2_DANRE	usp10		43164.6	39960.1	32422.6	36179.3	35189.2	35404.4	40253.6	42751.5	31940.2	44285.3	44782.4	44647.8	53425.4	53600.4	32726.6	34411.6
A0A0R4IVJ0	A0A0R4IVJ0_DANRE	ogt.1		71907.3	69694.8	74832	82901.2	74912.7	72881.8	65931.2	81243.6	97515	77262.2	71617.5	77697.1	70751.4	72653.3	88611	92791.2
A0A0R4IVM1	A0A0R4IVM1_DANRE	lsm14ab		76098.2	72274.3	73733.5	67656	73863.5	68763.1	79356.4	70060.8	81703.6	69869.2	81217.1	73053.1	86536.7	72296.6	71773.4	66784.1
A0A0R4IVN1	A0A0R4IVN1_DANRE	cetn2		16413.1	17322.3	19341.9	18352.3	19817.8	17680	20223.7	18334.8	25806.2	20176.6	18325.6	16244.9	23604	21876.8	16857.5	17001.5
A0A0R4IVQ3;A9JRC6	A0A0R4IVQ3_DANRE;A9JRC6_DANRE	sc:d189;si:dkey-151m22.6		116806	119032	109823	118099	117120	131881	118122	115110	148826	155867	93861.1	88391.1	99298.3	88210.6	121037	131566
A0A0R4IVY2	A0A0R4IVY2_DANRE	igf2bp2b		35301.1	40564.5	51547.6	56664.2	42164.7	49776.7	47010.8	49556.5	30422.9	50969.2	39657.1	38314.9	47396	40730.1	55527.3	56322.1
A0A0R4IVZ0	A0A0R4IVZ0_DANRE	nup153		38786.3	37787.6	46096.7	47196.4	41585.8	46121.5	38490.1	47353.6	48664	43986.4	38742.3	43953.6	41206.1	35514.5	50119.4	46520.3
A0A0R4IW50	A0A0R4IW50_DANRE	spink2.7		4105.21	5678.59	9442.42	8541.99	21190.5	19384		2968.37			13795.4	16093.1	11313.3	17432.3	7835.46	4002.36
A0A0R4IWL6	A0A0R4IWL6_DANRE	pum1		52184.1	55544.7	41918.6	40473.3	55996.1	56715.2	69876.1	72787.1	75700.2	53528.2	62195.6	62940	66417.9	72231.2	48379.2	36564.2
A0A0R4IWN8	A0A0R4IWN8_DANRE	hmgn1a		537326	557166	645561	650653	655285	646034	593365	640253	608915	563349	623840	639551	611103	631186	626850	638852
A0A0R4IWU8	A0A0R4IWU8_DANRE	si:dkey-73n8.3		19247.3	25311.4	7000.02	17001.5	8297.63		9810.85	7046.18	14842.5	15361.3		8074.05		12383.6		
A0A0R4IWW7	A0A0R4IWW7_DANRE	thrap3b		55046.7	51083.4	53081.6	56301.1	63232.5	61328	56240.9	60421.5	35052.6	65515.6	48414.7	57039.1	49446.3	41442.1	66255.9	70299.6
A0A0R4IX64	A0A0R4IX64_DANRE	lratb.1		30476	27859	31624.7	31888.6	28820.3	24827.2	24349.9	27861.6	21757.2	23832.7	24102.1	26659.9	27801.5	22765.7	30009.3	28225
A0A0R4IXA1	A0A0R4IXA1_DANRE	fbxo11a		7403.1	6526.03	6139.04	4563.37		6001.02	7502.71	7306.27			9896.5	11100.6	10092.7	10434.9	7519.65	
A0A0R4IXA9	A0A0R4IXA9_DANRE	cap2		32321.9	30924.7	18999.8	17661.3	25845.2	26250.3	37572.4	28622.4	67539.6	31958.6	42247.4	30505.9	34233.8	38988	18170.4	14940.5
A0A0R4IXC4	A0A0R4IXC4_DANRE	si:ch211-167b20.8		4417.67	6396.42	6011.87	8355.7	6467.05	7038.51		7154.25	6085.09	9885.68	4813.76	4673.82	4013.24	4121.11		9009.19
A0A0R4IXC8	A0A0R4IXC8_DANRE	tubb6		125411	109666	64763.3	98122.4	79390.2	59615.3	106847	107892	170106	59783.5	82243.8	88276.4	69005.2	64331.8	163049	175349
A0A0R4IXD9	A0A0R4IXD9_DANRE	tbcd		39880	43826.7	38896.3	38636.4	39232.6	38596.4	38082.3	41472.5	39021.2	35592.8	38068.7	39851.4	39122.4	36882.9	40435	40685.9
A0A0R4IXF5	A0A0R4IXF5_DANRE	zgc:92161		45320.7	40835.6	49719.6	46550.5	46855.5	44641.4	43076.4	43374.6	41548.1	43036.5	42663.6	45055.7	45868.5	44858.7	65337.9	64112.9
A0A0R4IXG2	A0A0R4IXG2_DANRE	aplp1		23330.2	16517			13920.4	17483.7	20672.8	14337.3		22022.7			18473.2		28576.1	31255.4
A0A0R4IY33	A0A0R4IY33_DANRE	tom1		9528.97	7120.28	10681.9	10038	11118.1	11718.8	12749.4	10629.8	12448.9	12505.7	9042.17	10448.1	8133.5	6023.8	9363.18	10668
A0A0R4IY94	A0A0R4IY94_DANRE	rtbdn		112081	125591	99355.5	112221	108666	125358	106658	144719	150991	146588	78183.4	87264.1	66992.9	68416.7	137959	155312
A0A0R4IY96	A0A0R4IY96_DANRE	ints5		13042.6	9118.1	10882.9	10226.1	12518.4	10063.2	12648.2	13686.6	8235.74	6720.94	15607.1	11186.5	15020.6	14582.7	6630.44	
A0A0R4IYD3	A0A0R4IYD3_DANRE	wdr47b		21055.4	15797.1	20522.9	17823.1	10845.4	13682.7	20886.4	17726.1	16111	16520.4	22402.1	23640.3	19154.3	18096.7	14426.9	12580.4
A0A0R4IYE4	A0A0R4IYE4_DANRE	rbm26		13617.5	17027.2	15687.4	13939.1	17571.9	16516.9	17764.3	15242	15197.8	13836.7	14912.4	13411.8	14765.5	13313.7	10755.3	13620.1
A0A0R4IZB2	A0A0R4IZB2_DANRE	si:ch211-161c3.5		10626.1	6391.28	5735.88	5378.95	5025.72	5693.39	9251.61	9946.3	5572.62	5719.68	4822.89	8887.99	6215.81	9361.41	5799.9	5112.56
A0A0R4IZD4	A0A0R4IZD4_DANRE	si:dkeyp-72e1.9		25611.4	31345.1	27629.9	23171.9	24335.5	26352.8	29894.2	28188	37574.8	24791.6	25991.3	27083.2	26644.4	26897.1	25930.6	23487.4
A0A0R4IZG6	A0A0R4IZG6_DANRE	ptbp2a		27440.4	29675.1	32836.5	30486.5	32108.7	26063.8	29625.8	31768.6	25445.5	25733.7	30065.1	34832	28554.2	23817.2	28214.1	25912.5
A0A0R4IZJ0	A0A0R4IZJ0_DANRE	cmc4		20415.6	18379.2	13456.8	15105.4	15672	15484.7	11093.8	11503.6	22010.3	29428.5	15218.1	14107	7843.5	9325.21	20653.3	19091.1
A0A0R4IZR5	A0A0R4IZR5_DANRE	stag2b		65408.6	61203.7	59054.8	56238.8	62326.4	55694	57231.5	56263.6	53770.4	47354.4	77637.5	70483.5	65931.1	81851.1	50947.9	56959.7
A0A0R4IZT6	A0A0R4IZT6_DANRE	ppp1cc		49297.2	45425.6	41094.1	43597.3	43896.3	36208.4	35251	42033.7	36969.3	43892	51834	52998.3	56405.8	55701.3	44618.7	48180.7
A0A0S2I7K2	A0A0S2I7K2_DANRE	vclb		139321	128037	169597	170288	131109	130205	96152.3	93604	98852.8	101752	128568	124920	113386	110230	186030	204609
A0A140LFZ1;A0A140LH63	A0A140LFZ1_DANRE;A0A140LH63_DANRE	si:ch73-368j24.11;si:ch73-368j24.12		167276	184317	339135	366017	273011	305832	176496	222764	88184.5	133504	166566	199652	276732	276834	323017	335680
A0A140LG01	A0A140LG01_DANRE	myg1		132875	136662	137979	142246	163272	158528	157432	163623	134599	133922	158358	156495	164681	150654	153477	147068
A0A140LG11	A0A140LG11_DANRE	si:dkey-56m19.5		85967.8	93110.8	84285.2	88675.6	89527.1	97403.3	84850.6	79776.5	92654.5	113177	84208.2	87211.5	69464.7	71659	120909	125053
A0A140LG17;Q6NTI0	A0A140LG17_DANRE;Q6NTI0_DANRE	tsc22d3						50107.1		38874.7		64212.1	51748.1		48339.7			37143.3	
A0A140LG23	A0A140LG23_DANRE	hist2h3ca1		175391	187947	226972	230517			225567	199797			210346	191233	251810	250959	178483	169250
A0A140LG91	A0A140LG91_DANRE	si:ch211-213a13.1		63990.1	62477.5	133401	132358	65085.2	64617.7	58409.5	53676.3	59091	55789.8	64767.6	61207.1	58300.6	60755.7	137279	137545
A0A140LGZ1	A0A140LGZ1_DANRE	histh1l2		19184.6	37572.4	70990.7	75067.5	18262.6	33901.1	17354.2	49475.3		21987.8	31585.1	34752.1	4194.32	12036.8	94423.6	106892
A0A140LH11;A0A140LH24;A0A140LH34	A0A140LH11_DANRE;A0A140LH24_DANRE;A0A140LH34_DANRE	h1l1;si:dkey-23a13.17;si:dkey-23a13.9		6756.55	4123.42	9937.04	8304.69	3891.67	3517.89	5266.17	3834.76			7470.69	8657.19	13175.7	10458.5	4333.73	4825.54
A0A140LH71	A0A140LH71_DANRE	mmel1			19135.5	20912.7	17620.6	29262.8	26563.9	19518	15158.3		27005.3		18324	15642.6			12987.9
A0A140LH96	A0A140LH96_DANRE	si:ch211-113d11.5		6679.6	13109.8	15893	9015.1	7955.83		14904.3	16561.5	5640.08		13331.9	19505.5	17382.2	26674	19559.3	16020.2
A0A1B1LZI1	A0A1B1LZI1_DANRE	ptprga		7095.45	9234	9847.82	8187.05	7946.3	10119.3	9396.63	10609.2		10718	8547.93	9396.51	10191.7	8036.9	7823.52	7552.08
A0A1D5NSF9	A0A1D5NSF9_DANRE	sat2a.1		229295	213389	178617	181031	177104	189057	203440	207576	215478	211424	210014	216346	206739	203332	194616	205047
A0A1D5NSM7	A0A1D5NSM7_DANRE	pde3b		15240.8	11847.5	11275.5	13784	11646.8	11691.5	18002.5	12472.6	22796.7		14464.2	14607.4	14190.7	16011.7	11517	14504.9
A0A1D5NT24	A0A1D5NT24_DANRE	adam10a		48341.8	44463.8	38863.1	41710.2	40795.6	39926.3	33735.6	31601.3	36142.7	38655.5	35825.7	37375.2	34431.8	33728.3	52049	57748.5
A0A1L1QZA5	A0A1L1QZA5_DANRE	si:cabz01066312.1		5570.35	6899.22	7855.78	7207.25	7059.47	7588.72	9227.79	8348.69	9297.1	8041.74	10146.7	9525.47	7596.95	8496.99	5880.4	7163.04
A0A1L6UW63	A0A1L6UW63_DANRE	tpm1		588621	585493	678657	655005	564910	566246	481053	471647	425319	475088	544578	530101	528164	491253	886156	893199
A0A1Z2R986	EGLN_DANRE	eng		9367.89	10208.9	13632	10792.7	9961.79	7505.36	5529.27	5382.42		3480.93	8742.44	9477.37			16032.3	14422.5
A0A286Y804	A0A286Y804_DANRE	ctnnd2a		20755.7	19167.8	28875.2	29712.2	22421.9	20025.9	24088.5	21497.6	15103.8	23464.4	25958.8	28240.2	25034.8	31176.7	25394	30492.3
A0A286Y8A3	A0A286Y8A3_DANRE	sh2b2			3706.79	3990.38	6137.63	4303.52		3946.35	3900.99	7202.06	9501.51					6108.13	8799.24
A0A286Y8E9	A0A286Y8E9_DANRE	xpnpep1		107739	93595.4	101831	103863	107040	101585	109354	100179	106941	97806.2	99669.2	108593	102112	90867.8	101792	107769
A0A286Y8T8	A0A286Y8T8_DANRE	numbl		36326.5	37087.8	36763.9	36953.7	41592.5	46084.1	43831.7	42365.8	52945.6	40045.9	35784.4	47872.5	44442.7	36978.8	36282	40507.3
A0A286Y8U4	A0A286Y8U4_DANRE	ipo11		24039	20383.8	22593.8	24574.8	26074.6	23470.1	27854.7	24255.4	34331	21094	31101.7	27790.1	25853.3	26363.7	21212.9	21114.8
A0A286Y8V3	A0A286Y8V3_DANRE	si:dkey-164f24.2		36749.7	44478.4	48284.6	45623.5	37594.9	41589	37747.8	38963.2	43834.6	48364.8	44930.5	28935.3	22611.2	23831.5	73830.2	102567
A0A286Y8Z4	A0A286Y8Z4_DANRE	LOC110437892		39146.3	54868.8	51938.8	62201.8	50212.6	52963.4	38699.8	44403.3	48733.5	62914.3	38919.9	57346.2	29890.4	44356.4	79283.3	78109.4
A0A286Y931;A0A286YAW5	A0A286Y931_DANRE;A0A286YAW5_DANRE	fam196a;insyn2ab		2007.22	2724.24	3103.62		2470.11	3249.85	1982.44	3310.74		2656.05		3060.93		2327.85		2962.07
A0A286Y962	A0A286Y962_DANRE	kcnd3		15157.8				22351		24656	21664.5		25167.8		44684.7	15585.2	34090.5	32935.7	
A0A286Y9C9	A0A286Y9C9_DANRE	nt5c1aa		59809.7	68370	55718.2	53021.1	81131.4	79018.7	57221.5	55008.1	34872	60517.5	71763.5	71468.1	63853	57548.8	75771.8	78126.7
A0A286Y9F1	A0A286Y9F1_DANRE	cltb		137177	153030	164615	171679	147887	146536	144817	136462	103207	129878	166003	171652	120347	141330	220129	185285
A0A286Y9F3	A0A286Y9F3_DANRE	otos		153282	152396	30450.3	25457.1	27420.4	26204.5	19172.6	22227.8	25108.2	21910.2	27558.8	25748.2	28957.8	22454.1	107123	113292
A0A286Y9Q5	A0A286Y9Q5_DANRE	spag9a		36336.8	31569.4	30852.3	31170.8	34439.7	36530.4	34058.5	32166.6	37208.2	35664	36681.1	36414	35453.6	34900.6	35009.3	34185.1
A0A286Y9Q6	A0A286Y9Q6_DANRE	gria3b		8194.04	8856.19	6992.76	6566	6617.06	9895.76	8262.72	9031.17		12548.8	7794.17	4963.52	6568.14	6670.32	7516.59	7882.62
A0A286Y9X1	A0A286Y9X1_DANRE	gbf1		14636.8	15148	11369.1	10860	12360.4	13804.6	11929.2	15842.5	14188.6	17048.2	14711.7	14197.4	9822.38	10342.1	8523.11	6753.08
A0A286YA30	A0A286YA30_DANRE	atp6ap2		7578.55	7861.39	7619.12	8996.27	12626.3	14337.9	13024.6	13553.4	22386.5	19544.2	6181.52	6828.14		4787.35	11377.7	14984.3
A0A286YA34	A0A286YA34_DANRE	ppp3cca		148879	145688	138236	148260	144078	147391	161605	160949	136306	168090	149595	143381	159346	154821	155759	167728
A0A286YAJ7	A0A286YAJ7_DANRE	abi1b		23775.9	23644.6	26246.4	30795.1	29886.1	25214	29007.7	28681.1	26930.4	24957.9		32465.6	35343.1	29851.6	20729.4	22689.1
A0A286YAM5	A0A286YAM5_DANRE	gria2b				16717.7	21314.3	19421.5	21162.2	12958.6	20152.9	36506.4	29679.8			14151.5		34786.8	39539.3
A0A286YAQ9	A0A286YAQ9_DANRE	cdhr2		16114.3	15816.2	17956.3	14388.5	12561	17315.3	11626.8	13658		8197.36	17929.8	10110.8		9495.9	9417.08	9784.97
A0A286YBI9	A0A286YBI9_DANRE	mrc2											11249.9					18441.5	24551.8
A0A286YBN1	A0A286YBN1_DANRE	prrc2c		78986.8	68703	76697.4	85230.6	81667.4	71603.4	79653	82364.8	89801.8	77556.2	86495.9	80728.2	78513	73413.9	65137.7	82759.6
A0A2I4KBP1	A0A2I4KBP1_DANRE	gan		21879.1	24296.8	14768.2	21250.2	27581.2	23814.9	24558	24294.9		17738.6	19345.4	20035.6	22417.8	17465.9	20061.5	19918.3
A0A2R8PW65	A0A2R8PW65_DANRE	nqo1		85487.3	82691.9	80148.6	75516.6	84195.3	80915.3	84847.8	80124	97810.8	74741.6	72774.7	74376.9	92370.8	87913.7	65118	61164.7
A0A2R8PWA9	A0A2R8PWA9_DANRE	sbf1		40413.9	38042.3	36608.9	35045.5	39684.6	35776.6	35441.6	39043.8	39691.4	36650.2	41498.7	45038.4	39988.3	39889.4	38930.5	34371.8
A0A2R8PWG5	A0A2R8PWG5_DANRE	prpf6		41038.4	42424.3	42242.2	40362.5	43020.2	44534.5	44961.8	44298.5	39899.1	42487.7	40652.2	40353.3	43566.9	36641	38127.3	45326.3
A0A2R8PX08	A0A2R8PX08_DANRE	adgrb1a				2952.89												3444.05	6657.52
A0A2R8PXX5	A0A2R8PXX5_DANRE	prrc2a		39429.4	42875.9	38374.6	40796.6	45967.3	39567.5	47997.3	36694.1	42272.1	34715.7	39043.1	43501.7	47416.5	43304.6	34461	30416.5
A0A2R8PYT0	A0A2R8PYT0_DANRE	rad23b		157802	154096	178316	166414	164618	163130	146891	145473	191129	208034	164673	164190	174403	183551	218443	246342
A0A2R8PYX8	A0A2R8PYX8_DANRE	LOC100334800				27681.2	25430.8	46650.5	42903.5	40312.7	45002.1			39196.6	36159.1	52721.6	49245.1	45493.4	41408
A0A2R8Q0U9	A0A2R8Q0U9_DANRE	timp4.1		25376	20098.1	25705	29375.9	29246.7	24333.3	17478.6	20488.6	19497.3	15869.3	18670.2			17150.4	18692	25123.5
A0A2R8Q1X2	A0A2R8Q1X2_DANRE	eno1a		4.22325e+06	4.38454e+06	4.65202e+06	4.68357e+06	4.76416e+06	5.09368e+06	5.14718e+06	5.1664e+06	5.63412e+06	5.57695e+06	4.43051e+06	4.23399e+06	3.98874e+06	4.1122e+06	5.39374e+06	6.01022e+06
A0A2R8Q2J0	A0A2R8Q2J0_DANRE	npc1		27757.3	22284.9	30786.8	28115.2	31799.2	31000.3	29516.9	33106.2	22928.9	24395.5	25559.1	30248.4	17372.9	17846.4	31221.3	28764.9
A0A2R8Q2S1	A0A2R8Q2S1_DANRE	LOC553528		34000.1	33733.8	28620	26635.4	35930	29891.7	32236.3	30558.7	27555	34002.6	35951.8	37528.4	36524	38706.8	27678	24136.8
A0A2R8Q2T0	A0A2R8Q2T0_DANRE	ptpn6		20742.8	15872.9	21540.7	19015.4	26234.8	25281.6	21932.2	23329.2		10079.5	22514	18787.6	26239.7	21743.5	14255.7	8213.06
A0A2R8Q2V3	A0A2R8Q2V3_DANRE	arhgef25b		7556.31	12321.1	12873.7	11996.4	11233.1	10767.4	10632.4	10013.4	5847.26	8686.11	14293	14463.5	9923.05	10125.6	10016.5	11076.3
A0A2R8Q307	A0A2R8Q307_DANRE	foxj3		7674.71	6914.32	8426.04	8365.54	10893.9	9956.1	9243.5	8966.09		6247.01	11702.9	8643.11	8669.93	8010.12	6971.53	6816.28
A0A2R8Q4J7	A0A2R8Q4J7_DANRE	nap1l4a		284165	273347	262007	279492	286143	262442	309597	291114	239900	241941	280549	282478	309256	313273	275973	276667
A0A2R8Q4Q2	A0A2R8Q4Q2_DANRE	clec3a		83957.7	61556.6														
